Date,effective_interest_rate,,,,,,,,,,,,,,,
5/31/1994,12.18531177,,,,,,,,,,,,,,,
6/1/1994,12.18531177,,,,,,,,,,,,,,,
6/2/1994,12.18531177,,,,,,,,,,,,,,,
6/3/1994,12.18531177,,,,,,,,,,,,,,,
6/4/1994,12.18531177,,,,,,,,,,,,,,,
6/5/1994,12.18531177,,,,,,,,,,,,,,,
6/6/1994,12.18531177,,,,,,,,,,,,,,,
6/7/1994,12.18531177,,,,,,,,,,,,,,,
6/8/1994,12.18531177,,,,,,,,,,,,,,,
6/9/1994,12.18531177,,,,,,,,,,,,,,,
6/10/1994,12.18531177,,,,,,,,,,,,,,,
6/11/1994,12.18531177,,,,,,,,,,,,,,,
6/12/1994,12.18531177,,,,,,,,,,,,,,,
6/13/1994,12.18531177,,,,,,,,,,,,,,,
6/14/1994,12.18531177,,,,,,,,,,,,,,,
6/15/1994,12.18531177,,,,,,,,,,,,,,,
6/16/1994,12.18531177,,,,,,,,,,,,,,,
6/17/1994,12.18531177,,,,,,,,,,,,,,,
6/18/1994,12.18531177,,,,,,,,,,,,,,,
6/19/1994,12.18531177,,,,,,,,,,,,,,,
6/20/1994,12.18531177,,,,,,,,,,,,,,,
6/21/1994,12.18531177,,,,,,,,,,,,,,,
6/22/1994,12.18531177,,,,,,,,,,,,,,,
6/23/1994,12.18531177,,,,,,,,,,,,,,,
6/24/1994,12.18531177,,,,,,,,,,,,,,,
6/25/1994,12.18531177,,,,,,,,,,,,,,,
6/26/1994,12.18531177,,,,,,,,,,,,,,,
6/27/1994,12.18531177,,,,,,,,,,,,,,,
6/28/1994,12.18531177,,,,,,,,,,,,,,,
6/29/1994,12.18531177,,,,,,,,,,,,,,,
6/30/1994,12.74746156,,,,,,,,,,,,,,,
7/1/1994,12.74746156,,,,,,,,,,,,,,,
7/2/1994,12.74746156,,,,,,,,,,,,,,,
7/3/1994,12.74746156,,,,,,,,,,,,,,,
7/4/1994,12.74746156,,,,,,,,,,,,,,,
7/5/1994,12.74746156,,,,,,,,,,,,,,,
7/6/1994,12.74746156,,,,,,,,,,,,,,,
7/7/1994,12.74746156,,,,,,,,,,,,,,,
7/8/1994,12.74746156,,,,,,,,,,,,,,,
7/9/1994,12.74746156,,,,,,,,,,,,,,,
7/10/1994,12.74746156,,,,,,,,,,,,,,,
7/11/1994,12.74746156,,,,,,,,,,,,,,,
7/12/1994,12.74746156,,,,,,,,,,,,,,,
7/13/1994,12.74746156,,,,,,,,,,,,,,,
7/14/1994,12.74746156,,,,,,,,,,,,,,,
7/15/1994,12.74746156,,,,,,,,,,,,,,,
7/16/1994,12.74746156,,,,,,,,,,,,,,,
7/17/1994,12.74746156,,,,,,,,,,,,,,,
7/18/1994,12.74746156,,,,,,,,,,,,,,,
7/19/1994,12.74746156,,,,,,,,,,,,,,,
7/20/1994,12.74746156,,,,,,,,,,,,,,,
7/21/1994,12.74746156,,,,,,,,,,,,,,,
7/22/1994,12.74746156,,,,,,,,,,,,,,,
7/23/1994,12.74746156,,,,,,,,,,,,,,,
7/24/1994,12.74746156,,,,,,,,,,,,,,,
7/25/1994,12.74746156,,,,,,,,,,,,,,,
7/26/1994,12.74746156,,,,,,,,,,,,,,,
7/27/1994,12.74746156,,,,,,,,,,,,,,,
7/28/1994,13.31242048,,,,,,,,,,,,,,,
7/29/1994,13.31242048,,,,,,,,,,,,,,,
7/30/1994,13.31242048,,,,,,,,,,,,,,,
7/31/1994,13.31242048,,,,,,,,,,,,,,,
8/1/1994,13.31242048,,,,,,,,,,,,,,,
8/2/1994,13.31242048,,,,,,,,,,,,,,,
8/3/1994,13.31242048,,,,,,,,,,,,,,,
8/4/1994,13.31242048,,,,,,,,,,,,,,,
8/5/1994,13.31242048,,,,,,,,,,,,,,,
8/6/1994,13.31242048,,,,,,,,,,,,,,,
8/7/1994,13.31242048,,,,,,,,,,,,,,,
8/8/1994,13.31242048,,,,,,,,,,,,,,,
8/9/1994,13.31242048,,,,,,,,,,,,,,,
8/10/1994,13.31242048,,,,,,,,,,,,,,,
8/11/1994,13.31242048,,,,,,,,,,,,,,,
8/12/1994,13.31242048,,,,,,,,,,,,,,,
8/13/1994,13.31242048,,,,,,,,,,,,,,,
8/14/1994,13.31242048,,,,,,,,,,,,,,,
8/15/1994,13.31242048,,,,,,,,,,,,,,,
8/16/1994,13.31242048,,,,,,,,,,,,,,,
8/17/1994,13.31242048,,,,,,,,,,,,,,,
8/18/1994,13.31242048,,,,,,,,,,,,,,,
8/19/1994,13.31242048,,,,,,,,,,,,,,,
8/20/1994,13.31242048,,,,,,,,,,,,,,,
8/21/1994,13.31242048,,,,,,,,,,,,,,,
8/22/1994,13.31242048,,,,,,,,,,,,,,,
8/23/1994,13.31242048,,,,,,,,,,,,,,,
8/24/1994,13.31242048,,,,,,,,,,,,,,,
8/25/1994,13.31242048,,,,,,,,,,,,,,,
8/26/1994,13.31242048,,,,,,,,,,,,,,,
8/27/1994,13.31242048,,,,,,,,,,,,,,,
8/28/1994,13.31242048,,,,,,,,,,,,,,,
8/29/1994,13.31242048,,,,,,,,,,,,,,,
8/30/1994,13.31242048,,,,,,,,,,,,,,,
8/31/1994,13.31242048,,,,,,,,,,,,,,,
9/1/1994,15.02429231,,,,,,,,,,,,,,,
9/2/1994,15.02429231,,,,,,,,,,,,,,,
9/3/1994,15.02429231,,,,,,,,,,,,,,,
9/4/1994,15.02429231,,,,,,,,,,,,,,,
9/5/1994,15.02429231,,,,,,,,,,,,,,,
9/6/1994,15.02429231,,,,,,,,,,,,,,,
9/7/1994,15.02429231,,,,,,,,,,,,,,,
9/8/1994,15.02429231,,,,,,,,,,,,,,,
9/9/1994,15.02429231,,,,,,,,,,,,,,,
9/10/1994,15.02429231,,,,,,,,,,,,,,,
9/11/1994,15.02429231,,,,,,,,,,,,,,,
9/12/1994,15.02429231,,,,,,,,,,,,,,,
9/13/1994,15.02429231,,,,,,,,,,,,,,,
9/14/1994,15.02429231,,,,,,,,,,,,,,,
9/15/1994,15.02429231,,,,,,,,,,,,,,,
9/16/1994,15.02429231,,,,,,,,,,,,,,,
9/17/1994,15.02429231,,,,,,,,,,,,,,,
9/18/1994,15.02429231,,,,,,,,,,,,,,,
9/19/1994,15.02429231,,,,,,,,,,,,,,,
9/20/1994,15.02429231,,,,,,,,,,,,,,,
9/21/1994,15.02429231,,,,,,,,,,,,,,,
9/22/1994,15.02429231,,,,,,,,,,,,,,,
9/23/1994,15.02429231,,,,,,,,,,,,,,,
9/24/1994,15.02429231,,,,,,,,,,,,,,,
9/25/1994,15.02429231,,,,,,,,,,,,,,,
9/26/1994,15.02429231,,,,,,,,,,,,,,,
9/27/1994,15.02429231,,,,,,,,,,,,,,,
9/28/1994,15.02429231,,,,,,,,,,,,,,,
9/29/1994,16.76195439,,,,,,,,,,,,,,,
9/30/1994,16.76195439,,,,,,,,,,,,,,,
10/1/1994,16.76195439,,,,,,,,,,,,,,,
10/2/1994,16.76195439,,,,,,,,,,,,,,,
10/3/1994,16.76195439,,,,,,,,,,,,,,,
10/4/1994,16.76195439,,,,,,,,,,,,,,,
10/5/1994,16.76195439,,,,,,,,,,,,,,,
10/6/1994,16.76195439,,,,,,,,,,,,,,,
10/7/1994,16.76195439,,,,,,,,,,,,,,,
10/8/1994,16.76195439,,,,,,,,,,,,,,,
10/9/1994,16.76195439,,,,,,,,,,,,,,,
10/10/1994,16.76195439,,,,,,,,,,,,,,,
10/11/1994,16.76195439,,,,,,,,,,,,,,,
10/12/1994,16.76195439,,,,,,,,,,,,,,,
10/13/1994,16.76195439,,,,,,,,,,,,,,,
10/14/1994,16.76195439,,,,,,,,,,,,,,,
10/15/1994,16.76195439,,,,,,,,,,,,,,,
10/16/1994,16.76195439,,,,,,,,,,,,,,,
10/17/1994,16.76195439,,,,,,,,,,,,,,,
10/18/1994,16.76195439,,,,,,,,,,,,,,,
10/19/1994,16.76195439,,,,,,,,,,,,,,,
10/20/1994,16.76195439,,,,,,,,,,,,,,,
10/21/1994,16.76195439,,,,,,,,,,,,,,,
10/22/1994,16.76195439,,,,,,,,,,,,,,,
10/23/1994,16.76195439,,,,,,,,,,,,,,,
10/24/1994,16.76195439,,,,,,,,,,,,,,,
10/25/1994,16.76195439,,,,,,,,,,,,,,,
10/26/1994,16.76195439,,,,,,,,,,,,,,,
10/27/1994,16.76195439,,,,,,,,,,,,,,,
10/28/1994,16.76195439,,,,,,,,,,,,,,,
10/29/1994,16.76195439,,,,,,,,,,,,,,,
10/30/1994,16.76195439,,,,,,,,,,,,,,,
10/31/1994,16.76195439,,,,,,,,,,,,,,,
11/1/1994,16.76195439,,,,,,,,,,,,,,,
11/2/1994,16.76195439,,,,,,,,,,,,,,,
11/3/1994,16.76195439,,,,,,,,,,,,,,,
11/4/1994,16.76195439,,,,,,,,,,,,,,,
11/5/1994,16.76195439,,,,,,,,,,,,,,,
11/6/1994,16.76195439,,,,,,,,,,,,,,,
11/7/1994,16.76195439,,,,,,,,,,,,,,,
11/8/1994,16.76195439,,,,,,,,,,,,,,,
11/9/1994,16.76195439,,,,,,,,,,,,,,,
11/10/1994,16.76195439,,,,,,,,,,,,,,,
11/11/1994,16.76195439,,,,,,,,,,,,,,,
11/12/1994,16.76195439,,,,,,,,,,,,,,,
11/13/1994,16.76195439,,,,,,,,,,,,,,,
11/14/1994,16.76195439,,,,,,,,,,,,,,,
11/15/1994,16.76195439,,,,,,,,,,,,,,,
11/16/1994,16.76195439,,,,,,,,,,,,,,,
11/17/1994,16.76195439,,,,,,,,,,,,,,,
11/18/1994,16.76195439,,,,,,,,,,,,,,,
11/19/1994,16.76195439,,,,,,,,,,,,,,,
11/20/1994,16.76195439,,,,,,,,,,,,,,,
11/21/1994,16.76195439,,,,,,,,,,,,,,,
11/22/1994,16.76195439,,,,,,,,,,,,,,,
11/23/1994,16.76195439,,,,,,,,,,,,,,,
11/24/1994,16.76195439,,,,,,,,,,,,,,,
11/25/1994,16.76195439,,,,,,,,,,,,,,,
11/26/1994,16.76195439,,,,,,,,,,,,,,,
11/27/1994,16.76195439,,,,,,,,,,,,,,,
11/28/1994,16.76195439,,,,,,,,,,,,,,,
11/29/1994,16.76195439,,,,,,,,,,,,,,,
11/30/1994,16.76195439,,,,,,,,,,,,,,,
12/1/1994,18.52579417,,,,,,,,,,,,,,,
12/2/1994,18.52579417,,,,,,,,,,,,,,,
12/3/1994,18.52579417,,,,,,,,,,,,,,,
12/4/1994,18.52579417,,,,,,,,,,,,,,,
12/5/1994,18.52579417,,,,,,,,,,,,,,,
12/6/1994,18.52579417,,,,,,,,,,,,,,,
12/7/1994,18.52579417,,,,,,,,,,,,,,,
12/8/1994,18.52579417,,,,,,,,,,,,,,,
12/9/1994,18.52579417,,,,,,,,,,,,,,,
12/10/1994,18.52579417,,,,,,,,,,,,,,,
12/11/1994,18.52579417,,,,,,,,,,,,,,,
12/12/1994,18.52579417,,,,,,,,,,,,,,,
12/13/1994,18.52579417,,,,,,,,,,,,,,,
12/14/1994,18.52579417,,,,,,,,,,,,,,,
12/15/1994,18.52579417,,,,,,,,,,,,,,,
12/16/1994,18.52579417,,,,,,,,,,,,,,,
12/17/1994,18.52579417,,,,,,,,,,,,,,,
12/18/1994,18.52579417,,,,,,,,,,,,,,,
12/19/1994,18.52579417,,,,,,,,,,,,,,,
12/20/1994,18.52579417,,,,,,,,,,,,,,,
12/21/1994,18.52579417,,,,,,,,,,,,,,,
12/22/1994,18.52579417,,,,,,,,,,,,,,,
12/23/1994,18.52579417,,,,,,,,,,,,,,,
12/24/1994,18.52579417,,,,,,,,,,,,,,,
12/25/1994,18.52579417,,,,,,,,,,,,,,,
12/26/1994,18.52579417,,,,,,,,,,,,,,,
12/27/1994,18.52579417,,,,,,,,,,,,,,,
12/28/1994,18.52579417,,,,,,,,,,,,,,,
12/29/1994,18.52579417,,,,,,,,,,,,,,,
12/30/1994,18.52579417,,,,,,,,,,,,,,,
12/31/1994,18.52579417,,,,,,,,,,,,,,,
1/1/1995,18.52579417,,,,,,,,,,,,,,,
1/2/1995,18.52579417,,,,,,,,,,,,,,,
1/3/1995,18.52579417,,,,,,,,,,,,,,,
1/4/1995,18.52579417,,,,,,,,,,,,,,,
1/5/1995,18.52579417,,,,,,,,,,,,,,,
1/6/1995,18.52579417,,,,,,,,,,,,,,,
1/7/1995,18.52579417,,,,,,,,,,,,,,,
1/8/1995,18.52579417,,,,,,,,,,,,,,,
1/9/1995,18.52579417,,,,,,,,,,,,,,,
1/10/1995,18.52579417,,,,,,,,,,,,,,,
1/11/1995,18.52579417,,,,,,,,,,,,,,,
1/12/1995,18.52579417,,,,,,,,,,,,,,,
1/13/1995,18.52579417,,,,,,,,,,,,,,,
1/14/1995,18.52579417,,,,,,,,,,,,,,,
1/15/1995,18.52579417,,,,,,,,,,,,,,,
1/16/1995,18.52579417,,,,,,,,,,,,,,,
1/17/1995,18.52579417,,,,,,,,,,,,,,,
1/18/1995,18.52579417,,,,,,,,,,,,,,,
1/19/1995,18.52579417,,,,,,,,,,,,,,,
1/20/1995,18.52579417,,,,,,,,,,,,,,,
1/21/1995,18.52579417,,,,,,,,,,,,,,,
1/22/1995,18.52579417,,,,,,,,,,,,,,,
1/23/1995,18.52579417,,,,,,,,,,,,,,,
1/24/1995,18.52579417,,,,,,,,,,,,,,,
1/25/1995,18.52579417,,,,,,,,,,,,,,,
1/26/1995,18.52579417,,,,,,,,,,,,,,,
1/27/1995,18.52579417,,,,,,,,,,,,,,,
1/28/1995,18.52579417,,,,,,,,,,,,,,,
1/29/1995,18.52579417,,,,,,,,,,,,,,,
1/30/1995,18.52579417,,,,,,,,,,,,,,,
1/31/1995,18.52579417,,,,,,,,,,,,,,,
2/1/1995,18.52579417,,,,,,,,,,,,,,,
2/2/1995,18.52579417,,,,,,,,,,,,,,,
2/3/1995,18.52579417,,,,,,,,,,,,,,,
2/4/1995,18.52579417,,,,,,,,,,,,,,,
2/5/1995,18.52579417,,,,,,,,,,,,,,,
2/6/1995,18.52579417,,,,,,,,,,,,,,,
2/7/1995,18.52579417,,,,,,,,,,,,,,,
2/8/1995,18.52579417,,,,,,,,,,,,,,,
2/9/1995,18.52579417,,,,,,,,,,,,,,,
2/10/1995,18.52579417,,,,,,,,,,,,,,,
2/11/1995,18.52579417,,,,,,,,,,,,,,,
2/12/1995,18.52579417,,,,,,,,,,,,,,,
2/13/1995,18.52579417,,,,,,,,,,,,,,,
2/14/1995,18.52579417,,,,,,,,,,,,,,,
2/15/1995,18.52579417,,,,,,,,,,,,,,,
2/16/1995,18.52579417,,,,,,,,,,,,,,,
2/17/1995,18.52579417,,,,,,,,,,,,,,,
2/18/1995,18.52579417,,,,,,,,,,,,,,,
2/19/1995,18.52579417,,,,,,,,,,,,,,,
2/20/1995,18.52579417,,,,,,,,,,,,,,,
2/21/1995,18.52579417,,,,,,,,,,,,,,,
2/22/1995,18.52579417,,,,,,,,,,,,,,,
2/23/1995,17.69938639,,,,,,,,,,,,,,,
2/24/1995,17.69938639,,,,,,,,,,,,,,,
2/25/1995,17.69938639,,,,,,,,,,,,,,,
2/26/1995,17.69938639,,,,,,,,,,,,,,,
2/27/1995,17.69938639,,,,,,,,,,,,,,,
2/28/1995,17.69938639,,,,,,,,,,,,,,,
3/1/1995,17.69938639,,,,,,,,,,,,,,,
3/2/1995,17.69938639,,,,,,,,,,,,,,,
3/3/1995,17.69938639,,,,,,,,,,,,,,,
3/4/1995,17.69938639,,,,,,,,,,,,,,,
3/5/1995,17.69938639,,,,,,,,,,,,,,,
3/6/1995,17.69938639,,,,,,,,,,,,,,,
3/7/1995,17.69938639,,,,,,,,,,,,,,,
3/8/1995,17.69938639,,,,,,,,,,,,,,,
3/9/1995,17.69938639,,,,,,,,,,,,,,,
3/10/1995,17.69938639,,,,,,,,,,,,,,,
3/11/1995,17.69938639,,,,,,,,,,,,,,,
3/12/1995,17.69938639,,,,,,,,,,,,,,,
3/13/1995,17.69938639,,,,,,,,,,,,,,,
3/14/1995,17.69938639,,,,,,,,,,,,,,,
3/15/1995,17.69938639,,,,,,,,,,,,,,,
3/16/1995,17.69938639,,,,,,,,,,,,,,,
3/17/1995,17.69938639,,,,,,,,,,,,,,,
3/18/1995,17.69938639,,,,,,,,,,,,,,,
3/19/1995,17.69938639,,,,,,,,,,,,,,,
3/20/1995,17.69938639,,,,,,,,,,,,,,,
3/21/1995,17.69938639,,,,,,,,,,,,,,,
3/22/1995,17.69938639,,,,,,,,,,,,,,,
3/23/1995,15.94781145,,,,,,,,,,,,,,,
3/24/1995,15.94781145,,,,,,,,,,,,,,,
3/25/1995,15.94781145,,,,,,,,,,,,,,,
3/26/1995,15.94781145,,,,,,,,,,,,,,,
3/27/1995,15.94781145,,,,,,,,,,,,,,,
3/28/1995,15.94781145,,,,,,,,,,,,,,,
3/29/1995,15.94781145,,,,,,,,,,,,,,,
3/30/1995,15.94781145,,,,,,,,,,,,,,,
3/31/1995,15.94781145,,,,,,,,,,,,,,,
4/1/1995,15.94781145,,,,,,,,,,,,,,,
4/2/1995,15.94781145,,,,,,,,,,,,,,,
4/3/1995,15.94781145,,,,,,,,,,,,,,,
4/4/1995,15.94781145,,,,,,,,,,,,,,,
4/5/1995,15.94781145,,,,,,,,,,,,,,,
4/6/1995,15.94781145,,,,,,,,,,,,,,,
4/7/1995,15.94781145,,,,,,,,,,,,,,,
4/8/1995,15.94781145,,,,,,,,,,,,,,,
4/9/1995,15.94781145,,,,,,,,,,,,,,,
4/10/1995,15.94781145,,,,,,,,,,,,,,,
4/11/1995,15.94781145,,,,,,,,,,,,,,,
4/12/1995,15.94781145,,,,,,,,,,,,,,,
4/13/1995,15.94781145,,,,,,,,,,,,,,,
4/14/1995,15.94781145,,,,,,,,,,,,,,,
4/15/1995,15.94781145,,,,,,,,,,,,,,,
4/16/1995,15.94781145,,,,,,,,,,,,,,,
4/17/1995,15.94781145,,,,,,,,,,,,,,,
4/18/1995,15.94781145,,,,,,,,,,,,,,,
4/19/1995,15.94781145,,,,,,,,,,,,,,,
4/20/1995,15.94781145,,,,,,,,,,,,,,,
4/21/1995,15.94781145,,,,,,,,,,,,,,,
4/22/1995,15.94781145,,,,,,,,,,,,,,,
4/23/1995,15.94781145,,,,,,,,,,,,,,,
4/24/1995,15.94781145,,,,,,,,,,,,,,,
4/25/1995,15.94781145,,,,,,,,,,,,,,,
4/26/1995,15.94781145,,,,,,,,,,,,,,,
4/27/1995,15.02429231,,,,,,,,,,,,,,,
4/28/1995,15.02429231,,,,,,,,,,,,,,,
4/29/1995,15.02429231,,,,,,,,,,,,,,,
4/30/1995,15.02429231,,,,,,,,,,,,,,,
5/1/1995,15.02429231,,,,,,,,,,,,,,,
5/2/1995,15.02429231,,,,,,,,,,,,,,,
5/3/1995,15.02429231,,,,,,,,,,,,,,,
5/4/1995,15.02429231,,,,,,,,,,,,,,,
5/5/1995,15.02429231,,,,,,,,,,,,,,,
5/6/1995,15.02429231,,,,,,,,,,,,,,,
5/7/1995,15.02429231,,,,,,,,,,,,,,,
5/8/1995,15.02429231,,,,,,,,,,,,,,,
5/9/1995,15.02429231,,,,,,,,,,,,,,,
5/10/1995,15.02429231,,,,,,,,,,,,,,,
5/11/1995,15.02429231,,,,,,,,,,,,,,,
5/12/1995,15.02429231,,,,,,,,,,,,,,,
5/13/1995,15.02429231,,,,,,,,,,,,,,,
5/14/1995,15.02429231,,,,,,,,,,,,,,,
5/15/1995,15.02429231,,,,,,,,,,,,,,,
5/16/1995,15.02429231,,,,,,,,,,,,,,,
5/17/1995,15.02429231,,,,,,,,,,,,,,,
5/18/1995,15.02429231,,,,,,,,,,,,,,,
5/19/1995,15.02429231,,,,,,,,,,,,,,,
5/20/1995,15.02429231,,,,,,,,,,,,,,,
5/21/1995,15.02429231,,,,,,,,,,,,,,,
5/22/1995,15.02429231,,,,,,,,,,,,,,,
5/23/1995,15.02429231,,,,,,,,,,,,,,,
5/24/1995,15.02429231,,,,,,,,,,,,,,,
5/25/1995,15.02429231,,,,,,,,,,,,,,,
5/26/1995,15.02429231,,,,,,,,,,,,,,,
5/27/1995,15.02429231,,,,,,,,,,,,,,,
5/28/1995,15.02429231,,,,,,,,,,,,,,,
5/29/1995,15.02429231,,,,,,,,,,,,,,,
5/30/1995,15.02429231,,,,,,,,,,,,,,,
5/31/1995,15.02429231,,,,,,,,,,,,,,,
6/1/1995,14.45082175,,,,,,,,,,,,,,,
6/2/1995,14.45082175,,,,,,,,,,,,,,,
6/3/1995,14.45082175,,,,,,,,,,,,,,,
6/4/1995,14.45082175,,,,,,,,,,,,,,,
6/5/1995,14.45082175,,,,,,,,,,,,,,,
6/6/1995,14.45082175,,,,,,,,,,,,,,,
6/7/1995,14.45082175,,,,,,,,,,,,,,,
6/8/1995,14.45082175,,,,,,,,,,,,,,,
